NAF name,Team,Race,Coach,Tournament,Rank,#,Alltime high,Avg Position,Avg Race NAF Rank,Avg Score,Avg_Alltime high,Avg_Coach rating,Avg_Win %,Avg_Year high,Coach rating,Description,Field_1,FileName,Individual Score,NAF #,NAF + Team Name,Naf nick,Number of Coaches,Number of Position,Number of Race,Number of Races,Package,PDF Name,Race Frequency,Races,Seeding,Seeding - Avg Alltime High,Seeding - Avg Win %,Seeding - Coach Rating,Seeding - Race Rank,Seeding - Year High,Skill,Stars,Type,Win %,Year high
BeeBob,Rainbow Raiders,Halfling,BeeBob,Europen,121.79,11,150,7.4,132.1,155.6,155.6,137.8,40.4,110.9,150,Halfling Hopeful Lineman,348,eb_roster_extracted_20250923T074724,150,1,BeeBobRainbow Raiders,,797,67,9,30,Center of attention,BeeBob_24075.pdf,9,30,129,129,123,130,136,134, ,Other,Players,50,150
Olivier,Cats Azes,Halfling,Olivier,Europen,145.52,11,155.5,7.4,145,174.6,174.6,154.9,40.5,160.8,126.28,Halfling Hopeful Lineman,98,eb_roster_extracted_20250923T074724,155.5,37715,OlivierCats Azes,olivier,797,67,9,30,Center of attention,Olivier 37715.pdf,9,30,106,106,121,105,124,101, ,Other,Players,32.26,138.37
Ulvardar,The Founders,Halfling,Ulvardar_13620,Europen,141.89,11,219.18,7.4,144.6,170.6,170.6,147.5,42.8,169.1,172.12,Halfling Hopeful Lineman,753,eb_roster_extracted_20250923T074724,219.18,13620,Ulvardar_13620The Founders,Ulvardar,797,67,9,30,Center of attention,Ulvardar_13620.pdf,9,30,110,110,114,118,127,92, ,Other,Players,53.53,213.26
Crazy_cow,Beerlust D.O.P,Halfling,Crazy_Cow,Europen,131.65,11,150.26,7.4,148.9,177.4,177.4,149.8,44.3,87.5,102.69,Halfling Hopeful Lineman,64,eb_roster_extracted_20250923T074724,150.26,23131,Crazy_CowBeerlust D.O.P,crazy_cow,797,67,9,30,Center of attention,Crazy_Cow_23131.pdf,9,30,102,102,106,113,111,135, ,Other,Players,32.24,130.85
Twyllenimor,Ghoulasch Cannoneers,Halfling,Twyllenimor,Europen,173.77,11,250.17,7.4,153.8,222.3,222.3,170.4,50.2,210.8,198.72,Halfling Hopeful Lineman,206,eb_roster_extracted_20250923T074724,250.17,6737,TwyllenimorGhoulasch Cannoneers,Twyllenimor,797,67,9,30,Center of attention,Twyllenimor 6737.pdf,9,30,39,39,76,81,95,37, ,Other,Players,58.17,240.11
Gozomsincs,Just4Fun,Halfling,Gozo,Europen,161.75,11,185.55,7.4,152.8,176.9,176.9,167.2,50.4,176.8,182.43,Halfling Hopeful Lineman,252,eb_roster_extracted_20250923T074724,185.55,28659,GozoJust4Fun,GÃ¶zÃ¶msincs,797,67,9,30,Center of attention,Gozomsincs_28659.pdf,9,30,103,103,75,89,101,84, ,Other,Players,54.84,185.55
Netsmurf,Waterbowl - Buda,Halfling,Netsmurf,Europen,150,11,214.93,7.4,165.7,237.3,237.3,187.2,52.2,201.2,160.48,Halfling Hopeful Lineman,744,eb_roster_extracted_20250923T074724,214.93,14387,NetsmurfWaterbowl - Buda,Netsmurf,797,67,9,30,Center of attention,Netsmurf_14387.pdf,9,30,24,24,59,57,54,50, ,Other,Players,48.83,174.92
wizard76,U.R.S.A,Human,wizard76,Europen,140.04,11,149.29,1.0,143.4,149.7,149.7,143.1,39.6,112.4,139.65,Ogre,777,eb_roster_extracted_20250923T074724,149.29,38692,wizard76U.R.S.A,Wizard76,797,44,45,30,Center of attention,wizard_38692.pdf,45,30,137,137,125,124,129,133, ,Other,Players,33.33,0
lord_bojo,United Beards,Human,lord_bojo,Europen,204.3,11,248.42,4.0,167.9,180.5,180.5,154.5,43.3,164,217.33,Human Lineman,783,eb_roster_extracted_20250923T074724,248.42,7539,lord_bojoUnited Beards,Lord_Bojo,797,182,45,30,Center of attention,lord_bojo_7539.pdf,45,30,95,95,113,106,47,97, ,Other,Players,58.7,222.53
LaZa,Carpathian Marauders,Human,LaZa,Europen,145.09,11,172.46,2.0,148.8,163.5,163.5,152.3,47.2,156.8,141.41,Catcher,93,eb_roster_extracted_20250923T074724,172.46,34538,LaZaCarpathian Marauders,LaZa,797,88,45,30,Center of attention,LaZa_34538.pdf,45,30,119,119,89,110,114,105,Wrestle,Other,Players,44.29,145.93
Biggels,Munich RumBBLerooskie,Ogre,Biggels,Europen,153.42,11,172.3,8.6,147.6,163.1,163.1,146.5,39,154.9,136.47,Gnoblar Lineman,324,eb_roster_extracted_20250923T074724,172.3,29671,BiggelsMunich RumBBLerooskie,Biggels,797,43,5,30,Center of attention,Biggels_29671.pdf,5,30,120,120,127,121,116,106, ,Other,Players,43.75,164.12
Domingo,Gamonie,Ogre,Domingo,Europen,144.62,11,209.25,8.6,156.4,198.7,198.7,181.2,51.7,150.8,180.97,Gnoblar Lineman,195,eb_roster_extracted_20250923T074724,209.25,20280,DomingoGamonie,domingo,797,43,5,30,Center of attention,Domingo_20280.pdf,5,30,66,66,62,66,84,112, ,Other,Players,55.26,191.39
Wulffgang,Rainbow Raiders,Old World Alliance,Wulffgang,Europen,145.76,11,168.78,4.1,132.1,155.6,155.6,137.8,40.4,110.9,145,Old World Human Lineman,350,eb_roster_extracted_20250923T074724,168.78,24074,WulffgangRainbow Raiders,Wulffgang,797,49,12,30,Center of attention,Wulffgang_24074.pdf,12,30,129,129,123,130,136,134, ,Other,Players,40.17,154.94
Rib-Goaty,BB_s,Old World Alliance,Rib-Goaty,Europen,162.72,11,167.01,0.9,148.8,156.3,156.3,135.3,41.8,143.3,166.95,Old World Human Catcher,58,eb_roster_extracted_20250923T074724,167.01,40225,Rib-GoatyBB_s,Rib-Goaty,797,11,12,30,Center of attention,Rib-Goaty_40225.pdf,12,30,128,128,116,132,113,121,Sidestep,Other,Players,58.33,167.01
Siogun,Epicka Przygoda,Shambling Undead,"Jarema ""Siogun"" PaluszyÅski",Europen,134.29,11,182.55,4.3,164.1,203.6,203.6,177.9,48.2,196.3,143.52,Zombie Lineman,162,eb_roster_extracted_20250923T074724,182.55,29237,"Jarema ""Siogun"" PaluszyÅskiEpicka Przygoda",Siogun,797,258,60,30,Center of attention,Siogun_29237.pdf,60,30,58,58,86,73,58,57, ,Other,Players,41.99,182.55
Shortstuff,The Ugly Ducklings,Snotling,Shortstuff,Europen,160.36,11,199.64,5.5,153.5,185.6,185.6,172.7,44.2,177.5,188.18,Snotling Lineman,760,eb_roster_extracted_20250923T074724,199.64,30340,ShortstuffThe Ugly Ducklings,shortstuff,797,11,2,30,Center of attention,Shortstuff_30340.pdf,2,30,86,86,107,79,97,82, ,Other,Players,51.38,199.64
Sami,Munich RumBBLerooskie,Tomb Kings,Sami,Europen,130.24,11,146.5,4.3,147.6,163.1,163.1,146.5,39,154.9,130.24,Skeleton Lineman,325,eb_roster_extracted_20250923T074724,146.5,29669,SamiMunich RumBBLerooskie,Sami,797,134,31,30,Center of attention,Sami_29669.pdf,31,30,120,120,127,121,116,106, ,Other,Players,24.79,130.24
davestarmaster,Filfla,Tomb Kings,davestarmaster,Europen,170.32,11,211.25,4.3,166.6,200.9,200.9,183.6,50.9,200.9,177.02,Skeleton Lineman,496,eb_roster_extracted_20250923T074724,211.25,28768,davestarmasterFilfla,davestarmaster,797,134,31,30,Center of attention,davestarmaster_28768.pdf,31,30,62,62,68,63,52,51, ,Other,Players,53.38,211.25
Drizzt31,Les Azes,Tomb Kings,Drizzt31 - 27063,Europen,187.69,11,210.74,4.3,197,238.8,238.8,211.6,57.5,221.5,203.49,Skeleton Lineman,272,eb_roster_extracted_20250923T074724,210.74,27063,Drizzt31 - 27063Les Azes,drizzt31,797,134,31,30,Center of attention,Drizzt31_27063.pdf,31,30,23,23,31,26,8,28, ,Other,Players,52.5,203.49
TheOldHeinrich,Unikhornes,Underworld Denizens,TheOldHeinrich,Europen,150,11,154.3,4.7,144.7,169.2,169.2,147,39.6,157.5,126.47,Underworld Snotling,780,eb_roster_extracted_20250923T074724,154.3,35162,TheOldHeinrichUnikhornes,TheOldHeinrich,797,33,7,30,Center of attention,TheOldHeinrich_35162.pdf,7,30,112,112,124,120,126,104, ,Other,Players,34.09,131.23
discret,Just4Fun,Underworld Denizens,discret,Europen,150,11,195.56,4.7,152.8,176.9,176.9,167.2,50.4,176.8,171.71,Underworld Snotling,251,eb_roster_extracted_20250923T074724,195.56,14182,discretJust4Fun,discret,797,33,7,30,Center of attention,discret_14182.pdf,7,30,103,103,75,89,101,84, ,Other,Players,50.82,195.12
b4njo_dan,Bright Sparks,Amazon,b4njo_dan,Europen,125.09,12,151.57,8.0,133,158.1,158.1,122.9,33.7,149.4,126.1,Eagle Warrior Linewoman,80,eb_roster_extracted_20250923T074724,151.57,36666,b4njo_danBright Sparks,b4njo_dan,797,648,81,30,Center of attention,b4njo_dan_36666.pdf,81,30,127,127,135,136,135,116, ,Other,Players,35.14,151.57
Brigadier_cogsworth,Europen Gullash,Amazon,Chris Eaton 28804,Europen,159.9,12,146,8.0,165.1,192.4,192.4,169.6,50.5,179.8,142.56,Eagle Warrior Linewoman,165,eb_roster_extracted_20250923T074724,146,28804,Chris Eaton 28804Europen Gullash,Brigadier_cogsworth,797,648,81,30,Center of attention,Brigadier_28804.pdf,81,30,77,77,73,86,55,76, ,Other,Players,37.5,142.56
PeteW,England EurOpen,Black Orc,PeteW,Europen,200.65,12,312.54,0.3,196.8,285.6,285.6,250.4,67.4,267.7,267.05,Ripper Bolgrot,494,eb_roster_extracted_20250923T074724,312.54,7769,PeteWEngland EurOpen,PeteW,797,1,4,30,Center of attention,PeteW_7769.pdf,4,30,3,3,2,4,9,3, ,Star,Players,70.81,282.64
szrlm,Thinking Man_s Foulers,Chaos Dwarf,szrlm,Europen,179.82,12,225.34,3.4,163.7,218.4,218.4,196.3,55.3,201.7,211,Hobgoblin Lineman,768,eb_roster_extracted_20250923T074724,225.34,6193,szrlmThinking Man_s Foulers,szrlm,797,48,14,30,Center of attention,szrlm_6193.pdf,14,30,41,41,44,43,60,49, ,Other,Players,49.59,225.34
dafo,Waterbowl - Pest,Chaos Renegade,dafo_23381.pdf,Europen,170.36,12,227.32,0.1,183.8,231.5,231.5,206.9,55.7,214.2,185.21,Glart Smashrip,746,eb_roster_extracted_20250923T074724,227.32,23381,dafo_23381.pdfWaterbowl - Pest,dafo,797,1,17,30,Center of attention,dafo_23381.pdf,17,30,29,29,40,31,20,32, ,Star,Players,54.22,186.27
saigorei,Ireland Europen,Chaos Renegade,Saigorei,Europen,189.21,12,214.27,0.9,160.6,194.2,194.2,187.6,59.7,194.2,208.12,Renegade Skaven,567,eb_roster_extracted_20250923T074724,214.27,33251,SaigoreiIreland Europen,saigorei,797,16,17,30,Center of attention,Saigorei_33251.pdf,17,30,73,73,20,55,68,60,Wrestle,Other,Players,60.16,214.27
daguwa,Little Wolfgangs,Elven Union,Daniel Gunther Wagner,Europen,145.7,12,154.66,5.5,147.3,169.6,169.6,155.1,46,164.6,147.93,Lineman,287,eb_roster_extracted_20250923T074724,154.66,40568,Daniel Gunther WagnerLittle Wolfgangs,daguwa,797,340,62,30,Center of attention,daguwa_40568.pdf,62,30,111,111,98,103,119,96, ,Other,Players,50,154.66
PP,Ba! Shi! Do!,Elven Union,PP - 31514,Europen,184.46,12,212.54,0.0,159.6,173.3,173.3,157.8,46.1,172.2,199.63,Eldril Sidewinder,41,eb_roster_extracted_20250923T074724,212.54,31514,PP - 31514Ba! Shi! Do!,PP,797,2,62,30,Center of attention,Eurobowl - PP - 31514.pdf,62,30,107,107,97,101,76,89, ,Star,Players,52.65,212.54
VULCANO,Wild Bunch,Elven Union,VULCANO,Europen,150,12,258.07,0.0,161.2,211.5,211.5,185.1,50,171.6,221.65,Eldril Sidewinder,796,eb_roster_extracted_20250923T074724,258.07,21748,VULCANOWild Bunch,vulcano,797,2,62,30,Center of attention,VULCANO - WILD BUNCH.pdf,62,30,50,50,78,60,66,90, ,Star,Players,59.17,258.07
Centruki,The Founders,Gnome,Centruki_27111,Europen,150,12,158.01,1.0,144.6,170.6,170.6,147.5,42.8,169.1,122.4,Rumbelow Sheepskin,751,eb_roster_extracted_20250923T074724,158.01,27111,Centruki_27111The Founders,centruki,797,1,1,30,Center of attention,Centruki_27111.pdf,1,30,110,110,114,118,127,92, ,Star,Players,39.77,158.01
Neltharius,Greek Demigods,Goblin,Neltharius 29953,Europen,130.32,12,146.98,8.2,128.6,150.3,150.3,122.6,26,73.9,126.28,Goblin Lineman,213,eb_roster_extracted_20250923T074724,146.98,29953,Neltharius 29953Greek Demigods,Neltharius,797,49,6,30,Center of attention,Neltharius_29953.pdf,6,30,136,136,139,137,137,138, ,Other,Players,13.64,0
gromit6909,Bright Sparks,Goblin,gromit6909,Europen,110.63,12,143.46,8.2,133,158.1,158.1,122.9,33.7,149.4,82.14,Goblin Lineman,82,eb_roster_extracted_20250923T074724,143.46,39400,gromit6909Bright Sparks,gromit6909,797,49,6,30,Center of attention,Gromit6909_39400_Glart Smashrip.pdf,6,30,127,127,135,136,135,116, ,Other,Players,13.64,121.21
Felix11_59,Die Spreeelben,Halfling,Felix11_59,Europen,58.89,12,145,0.3,118.5,170.9,170.9,120.7,36.9,138.8,58.1,Ivar Eriksson,140,eb_roster_extracted_20250923T074724,145,21978,Felix11_59Die Spreeelben,felix11_59,797,3,9,30,Center of attention,felix11_59_21978.pdf,9,30,108,108,130,138,139,123, ,Star,Players,17.78,62.93
BeeBob,Rainbow Raiders,Halfling,BeeBob,Europen,121.79,12,150,7.4,132.1,155.6,155.6,137.8,40.4,110.9,150,Halfling Hopeful Lineman,348,eb_roster_extracted_20250923T074724,150,1,BeeBobRainbow Raiders,,797,67,9,30,Center of attention,BeeBob_24075.pdf,9,30,129,129,123,130,136,134, ,Other,Players,50,150
Olivier,Cats Azes,Halfling,Olivier,Europen,145.52,12,155.5,7.4,145,174.6,174.6,154.9,40.5,160.8,126.28,Halfling Hopeful Lineman,98,eb_roster_extracted_20250923T074724,155.5,37715,OlivierCats Azes,olivier,797,67,9,30,Center of attention,Olivier 37715.pdf,9,30,106,106,121,105,124,101, ,Other,Players,32.26,138.37
Ulvardar,The Founders,Halfling,Ulvardar_13620,Europen,141.89,12,219.18,0.6,144.6,170.6,170.6,147.5,42.8,169.1,172.12,Karla von Kill,753,eb_roster_extracted_20250923T074724,219.18,13620,Ulvardar_13620The Founders,Ulvardar,797,5,9,30,Center of attention,Ulvardar_13620.pdf,9,30,110,110,114,118,127,92, ,Star,Players,53.53,213.26
Crazy_cow,Beerlust D.O.P,Halfling,Crazy_Cow,Europen,131.65,12,150.26,7.4,148.9,177.4,177.4,149.8,44.3,87.5,102.69,Halfling Hopeful Lineman,64,eb_roster_extracted_20250923T074724,150.26,23131,Crazy_CowBeerlust D.O.P,crazy_cow,797,67,9,30,Center of attention,Crazy_Cow_23131.pdf,9,30,102,102,106,113,111,135, ,Other,Players,32.24,130.85
Twyllenimor,Ghoulasch Cannoneers,Halfling,Twyllenimor,Europen,173.77,12,250.17,7.4,153.8,222.3,222.3,170.4,50.2,210.8,198.72,Halfling Hopeful Lineman,206,eb_roster_extracted_20250923T074724,250.17,6737,TwyllenimorGhoulasch Cannoneers,Twyllenimor,797,67,9,30,Center of attention,Twyllenimor 6737.pdf,9,30,39,39,76,81,95,37, ,Other,Players,58.17,240.11
Gozomsincs,Just4Fun,Halfling,Gozo,Europen,161.75,12,185.55,7.4,152.8,176.9,176.9,167.2,50.4,176.8,182.43,Halfling Hopeful Lineman,252,eb_roster_extracted_20250923T074724,185.55,28659,GozoJust4Fun,GÃ¶zÃ¶msincs,797,67,9,30,Center of attention,Gozomsincs_28659.pdf,9,30,103,103,75,89,101,84, ,Other,Players,54.84,185.55
Netsmurf,Waterbowl - Buda,Halfling,Netsmurf,Europen,150,12,214.93,7.4,165.7,237.3,237.3,187.2,52.2,201.2,160.48,Halfling Hopeful Lineman,744,eb_roster_extracted_20250923T074724,214.93,14387,NetsmurfWaterbowl - Buda,Netsmurf,797,67,9,30,Center of attention,Netsmurf_14387.pdf,9,30,24,24,59,57,54,50, ,Other,Players,48.83,174.92
Akosion,Greek Demigods,Halfling,Akosion 25446,Europen,91.83,12,152.58,2.0,128.6,150.3,150.3,122.6,26,73.9,80.41,Altern Forest Treeman,211,eb_roster_extracted_20250923T074724,152.58,25446,Akosion 25446Greek Demigods,Akosion,797,18,9,30,Center of attention,Akosion_25446.pdf,9,30,136,136,139,137,137,138,"Guard, Block",Other,Players,19.49,0
wizard76,U.R.S.A,Human,wizard76,Europen,140.04,12,149.29,0.0,143.4,149.7,149.7,143.1,39.6,112.4,139.65,Karla von Kill,777,eb_roster_extracted_20250923T074724,149.29,38692,wizard76U.R.S.A,Wizard76,797,1,45,30,Center of attention,wizard_38692.pdf,45,30,137,137,125,124,129,133, ,Star,Players,33.33,0
lord_bojo,United Beards,Human,lord_bojo,Europen,204.3,12,248.42,4.0,167.9,180.5,180.5,154.5,43.3,164,217.33,Human Lineman,783,eb_roster_extracted_20250923T074724,248.42,7539,lord_bojoUnited Beards,Lord_Bojo,797,182,45,30,Center of attention,lord_bojo_7539.pdf,45,30,95,95,113,106,47,97, ,Other,Players,58.7,222.53
LaZa,Carpathian Marauders,Human,LaZa,Europen,145.09,12,172.46,2.0,148.8,163.5,163.5,152.3,47.2,156.8,141.41,Catcher,93,eb_roster_extracted_20250923T074724,172.46,34538,LaZaCarpathian Marauders,LaZa,797,88,45,30,Center of attention,LaZa_34538.pdf,45,30,119,119,89,110,114,105,Wrestle,Other,Players,44.29,145.93
Biggels,Munich RumBBLerooskie,Ogre,Biggels,Europen,153.42,12,172.3,8.6,147.6,163.1,163.1,146.5,39,154.9,136.47,Gnoblar Lineman,324,eb_roster_extracted_20250923T074724,172.3,29671,BiggelsMunich RumBBLerooskie,Biggels,797,43,5,30,Center of attention,Biggels_29671.pdf,5,30,120,120,127,121,116,106, ,Other,Players,43.75,164.12
Domingo,Gamonie,Ogre,Domingo,Europen,144.62,12,209.25,8.6,156.4,198.7,198.7,181.2,51.7,150.8,180.97,Gnoblar Lineman,195,eb_roster_extracted_20250923T074724,209.25,20280,DomingoGamonie,domingo,797,43,5,30,Center of attention,Domingo_20280.pdf,5,30,66,66,62,66,84,112, ,Other,Players,55.26,191.39
Wulffgang,Rainbow Raiders,Old World Alliance,Wulffgang,Europen,145.76,12,168.78,0.1,132.1,155.6,155.6,137.8,40.4,110.9,145,Mighty Zug,350,eb_roster_extracted_20250923T074724,168.78,24074,WulffgangRainbow Raiders,Wulffgang,797,1,12,30,Center of attention,Wulffgang_24074.pdf,12,30,129,129,123,130,136,134, ,Star,Players,40.17,154.94
Rib-Goaty,BB_s,Old World Alliance,Rib-Goaty,Europen,162.72,12,167.01,0.1,148.8,156.3,156.3,135.3,41.8,143.3,166.95,"Grombrindal, the White Dwarf",58,eb_roster_extracted_20250923T074724,167.01,40225,Rib-GoatyBB_s,Rib-Goaty,797,1,12,30,Center of attention,Rib-Goaty_40225.pdf,12,30,128,128,116,132,113,121, ,Star,Players,58.33,167.01
Siogun,Epicka Przygoda,Shambling Undead,"Jarema ""Siogun"" PaluszyÅski",Europen,134.29,12,182.55,4.3,164.1,203.6,203.6,177.9,48.2,196.3,143.52,Zombie Lineman,162,eb_roster_extracted_20250923T074724,182.55,29237,"Jarema ""Siogun"" PaluszyÅskiEpicka Przygoda",Siogun,797,258,60,30,Center of attention,Siogun_29237.pdf,60,30,58,58,86,73,58,57, ,Other,Players,41.99,182.55
Shortstuff,The Ugly Ducklings,Snotling,Shortstuff,Europen,160.36,12,199.64,5.5,153.5,185.6,185.6,172.7,44.2,177.5,188.18,Snotling Lineman,760,eb_roster_extracted_20250923T074724,199.64,30340,ShortstuffThe Ugly Ducklings,shortstuff,797,11,2,30,Center of attention,Shortstuff_30340.pdf,2,30,86,86,107,79,97,82, ,Other,Players,51.38,199.64
Sami,Munich RumBBLerooskie,Tomb Kings,Sami,Europen,130.24,12,146.5,0.0,147.6,163.1,163.1,146.5,39,154.9,130.24,Wilhelm Chaney,325,eb_roster_extracted_20250923T074724,146.5,29669,SamiMunich RumBBLerooskie,Sami,797,1,31,30,Center of attention,Sami_29669.pdf,31,30,120,120,127,121,116,106, ,Star,Players,24.79,130.24
davestarmaster,Filfla,Tomb Kings,davestarmaster,Europen,170.32,12,211.25,4.3,166.6,200.9,200.9,183.6,50.9,200.9,177.02,Skeleton Lineman,496,eb_roster_extracted_20250923T074724,211.25,28768,davestarmasterFilfla,davestarmaster,797,134,31,30,Center of attention,davestarmaster_28768.pdf,31,30,62,62,68,63,52,51, ,Other,Players,53.38,211.25
Drizzt31,Les Azes,Tomb Kings,Drizzt31 - 27063,Europen,187.69,12,210.74,0.1,197,238.8,238.8,211.6,57.5,221.5,203.49,"Ivan ""The Animal"" Deathshroud",272,eb_roster_extracted_20250923T074724,210.74,27063,Drizzt31 - 27063Les Azes,drizzt31,797,2,31,30,Center of attention,Drizzt31_27063.pdf,31,30,23,23,31,26,8,28, ,Star,Players,52.5,203.49
TheOldHeinrich,Unikhornes,Underworld Denizens,TheOldHeinrich,Europen,150,12,154.3,4.7,144.7,169.2,169.2,147,39.6,157.5,126.47,Underworld Snotling,780,eb_roster_extracted_20250923T074724,154.3,35162,TheOldHeinrichUnikhornes,TheOldHeinrich,797,33,7,30,Center of attention,TheOldHeinrich_35162.pdf,7,30,112,112,124,120,126,104, ,Other,Players,34.09,131.23
discret,Just4Fun,Underworld Denizens,discret,Europen,150,12,195.56,0.1,152.8,176.9,176.9,167.2,50.4,176.8,171.71,Fungus the Loon,251,eb_roster_extracted_20250923T074724,195.56,14182,discretJust4Fun,discret,797,1,7,30,Center of attention,discret_14182.pdf,7,30,103,103,75,89,101,84, ,Star,Players,50.82,195.12
szrlm,Thinking Man_s Foulers,Chaos Dwarf,szrlm,Europen,179.82,13,225.34,0.1,163.7,218.4,218.4,196.3,55.3,201.7,211,Lord Borak the Despoiler,768,eb_roster_extracted_20250923T074724,225.34,6193,szrlmThinking Man_s Foulers,szrlm,797,1,14,30,Center of attention,szrlm_6193.pdf,14,30,41,41,44,43,60,49, ,Star,Players,49.59,225.34
Centruki,The Founders,Gnome,Centruki_27111,Europen,150,13,158.01,1.0,144.6,170.6,170.6,147.5,42.8,169.1,122.4,Mighty Zug,751,eb_roster_extracted_20250923T074724,158.01,27111,Centruki_27111The Founders,centruki,797,1,1,30,Center of attention,Centruki_27111.pdf,1,30,110,110,114,118,127,92, ,Star,Players,39.77,158.01
Neltharius,Greek Demigods,Goblin,Neltharius 29953,Europen,130.32,13,146.98,8.2,128.6,150.3,150.3,122.6,26,73.9,126.28,Goblin Lineman,213,eb_roster_extracted_20250923T074724,146.98,29953,Neltharius 29953Greek Demigods,Neltharius,797,49,6,30,Center of attention,Neltharius_29953.pdf,6,30,136,136,139,137,137,138, ,Other,Players,13.64,0
gromit6909,Bright Sparks,Goblin,gromit6909,Europen,110.63,13,143.46,8.2,133,158.1,158.1,122.9,33.7,149.4,82.14,Goblin Lineman,82,eb_roster_extracted_20250923T074724,143.46,39400,gromit6909Bright Sparks,gromit6909,797,49,6,30,Center of attention,Gromit6909_39400_Glart Smashrip.pdf,6,30,127,127,135,136,135,116, ,Other,Players,13.64,121.21
Felix11_59,Die Spreeelben,Halfling,Felix11_59,Europen,58.89,13,145,0.6,118.5,170.9,170.9,120.7,36.9,138.8,58.1,Karla von Kill,140,eb_roster_extracted_20250923T074724,145,21978,Felix11_59Die Spreeelben,felix11_59,797,5,9,30,Center of attention,felix11_59_21978.pdf,9,30,108,108,130,138,139,123, ,Star,Players,17.78,62.93
BeeBob,Rainbow Raiders,Halfling,BeeBob,Europen,121.79,13,150,7.4,132.1,155.6,155.6,137.8,40.4,110.9,150,Halfling Hopeful Lineman,348,eb_roster_extracted_20250923T074724,150,1,BeeBobRainbow Raiders,,797,67,9,30,Center of attention,BeeBob_24075.pdf,9,30,129,129,123,130,136,134, ,Other,Players,50,150
Olivier,Cats Azes,Halfling,Olivier,Europen,145.52,13,155.5,7.4,145,174.6,174.6,154.9,40.5,160.8,126.28,Halfling Hopeful Lineman,98,eb_roster_extracted_20250923T074724,155.5,37715,OlivierCats Azes,olivier,797,67,9,30,Center of attention,Olivier 37715.pdf,9,30,106,106,121,105,124,101, ,Other,Players,32.26,138.37
Ulvardar,The Founders,Halfling,Ulvardar_13620,Europen,141.89,13,219.18,0.3,144.6,170.6,170.6,147.5,42.8,169.1,172.12,Ivar Eriksson,753,eb_roster_extracted_20250923T074724,219.18,13620,Ulvardar_13620The Founders,Ulvardar,797,3,9,30,Center of attention,Ulvardar_13620.pdf,9,30,110,110,114,118,127,92, ,Star,Players,53.53,213.26
Crazy_cow,Beerlust D.O.P,Halfling,Crazy_Cow,Europen,131.65,13,150.26,7.4,148.9,177.4,177.4,149.8,44.3,87.5,102.69,Halfling Hopeful Lineman,64,eb_roster_extracted_20250923T074724,150.26,23131,Crazy_CowBeerlust D.O.P,crazy_cow,797,67,9,30,Center of attention,Crazy_Cow_23131.pdf,9,30,102,102,106,113,111,135, ,Other,Players,32.24,130.85
Twyllenimor,Ghoulasch Cannoneers,Halfling,Twyllenimor,Europen,173.77,13,250.17,0.2,153.8,222.3,222.3,170.4,50.2,210.8,198.72,Mighty Zug,206,eb_roster_extracted_20250923T074724,250.17,6737,TwyllenimorGhoulasch Cannoneers,Twyllenimor,797,2,9,30,Center of attention,Twyllenimor 6737.pdf,9,30,39,39,76,81,95,37, ,Star,Players,58.17,240.11
Gozomsincs,Just4Fun,Halfling,Gozo,Europen,161.75,13,185.55,7.4,152.8,176.9,176.9,167.2,50.4,176.8,182.43,Halfling Hopeful Lineman,252,eb_roster_extracted_20250923T074724,185.55,28659,GozoJust4Fun,GÃ¶zÃ¶msincs,797,67,9,30,Center of attention,Gozomsincs_28659.pdf,9,30,103,103,75,89,101,84, ,Other,Players,54.84,185.55
Netsmurf,Waterbowl - Buda,Halfling,Netsmurf,Europen,150,13,214.93,0.6,165.7,237.3,237.3,187.2,52.2,201.2,160.48,Karla von Kill,744,eb_roster_extracted_20250923T074724,214.93,14387,NetsmurfWaterbowl - Buda,Netsmurf,797,5,9,30,Center of attention,Netsmurf_14387.pdf,9,30,24,24,59,57,54,50, ,Star,Players,48.83,174.92
Akosion,Greek Demigods,Halfling,Akosion 25446,Europen,91.83,13,152.58,2.0,128.6,150.3,150.3,122.6,26,73.9,80.41,Altern Forest Treeman,211,eb_roster_extracted_20250923T074724,152.58,25446,Akosion 25446Greek Demigods,Akosion,797,18,9,30,Center of attention,Akosion_25446.pdf,9,30,136,136,139,137,137,138,"Guard, Block",Other,Players,19.49,0
LaZa,Carpathian Marauders,Human,LaZa,Europen,145.09,13,172.46,2.0,148.8,163.5,163.5,152.3,47.2,156.8,141.41,Catcher,93,eb_roster_extracted_20250923T074724,172.46,34538,LaZaCarpathian Marauders,LaZa,797,88,45,30,Center of attention,LaZa_34538.pdf,45,30,119,119,89,110,114,105,Wrestle,Other,Players,44.29,145.93
Biggels,Munich RumBBLerooskie,Ogre,Biggels,Europen,153.42,13,172.3,8.6,147.6,163.1,163.1,146.5,39,154.9,136.47,Gnoblar Lineman,324,eb_roster_extracted_20250923T074724,172.3,29671,BiggelsMunich RumBBLerooskie,Biggels,797,43,5,30,Center of attention,Biggels_29671.pdf,5,30,120,120,127,121,116,106, ,Other,Players,43.75,164.12
Domingo,Gamonie,Ogre,Domingo,Europen,144.62,13,209.25,8.6,156.4,198.7,198.7,181.2,51.7,150.8,180.97,Gnoblar Lineman,195,eb_roster_extracted_20250923T074724,209.25,20280,DomingoGamonie,domingo,797,43,5,30,Center of attention,Domingo_20280.pdf,5,30,66,66,62,66,84,112, ,Other,Players,55.26,191.39
