,number,position,skills,cnt,team_id,coach_name,tournament_name,roster.name
1818,2,Tomb Guardian,Mighty Blow,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1819,3,Tomb Guardian,Guard,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1820,4,Tomb Guardian,Guard,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1821,5,Tomb Kings Blitzer,Tackle,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1822,6,Tomb Kings Blitzer,Strip Ball,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1823,7,Tomb Kings Thrower,Leader,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1824,8,Skeleton Lineman,,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1825,9,Skeleton Lineman,,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1826,10,Skeleton Lineman,,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1827,11,Skeleton Lineman,,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1828,12,Wilhelm Chaney,,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1829,99,rerolls,,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1830,99,assistant_coaches,,1,165589,astrolay,The Prairie Oyster,Tomb Kings
1831,1,Altern Forest Treeman,Block,1,159651,Laika,The Prairie Oyster,Halfling
1832,2,Altern Forest Treeman,Block,1,159651,Laika,The Prairie Oyster,Halfling
1833,3,Halfling Hefty,"Diving Tackle, Sidestep",1,159651,Laika,The Prairie Oyster,Halfling
1834,4,Halfling Hefty,"Diving Tackle, Sidestep",1,159651,Laika,The Prairie Oyster,Halfling
1835,5,Halfling Catcher,,1,159651,Laika,The Prairie Oyster,Halfling
1836,6,Halfling Hopeful,,1,159651,Laika,The Prairie Oyster,Halfling
1837,7,Halfling Hopeful,,1,159651,Laika,The Prairie Oyster,Halfling
1838,8,Halfling Hopeful,,1,159651,Laika,The Prairie Oyster,Halfling
1839,9,Halfling Hopeful,,1,159651,Laika,The Prairie Oyster,Halfling
1840,10,Halfling Hopeful,,1,159651,Laika,The Prairie Oyster,Halfling
1841,11,Halfling Hopeful,,1,159651,Laika,The Prairie Oyster,Halfling
1842,12,Halfling Hopeful,,1,159651,Laika,The Prairie Oyster,Halfling
1843,13,Maple Highgrove,,1,159651,Laika,The Prairie Oyster,Halfling
1844,14,Swiftvine Glimmershard,,1,159651,Laika,The Prairie Oyster,Halfling
1845,99,rerolls,,2,159651,Laika,The Prairie Oyster,Halfling
1846,99,dedicated_fans,,1,159651,Laika,The Prairie Oyster,Halfling
1847,99,HalflingMasterChef,,1,159651,Laika,The Prairie Oyster,Halfling
1848,1,Wardancer,Strip Ball,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1849,2,Wardancer,Tackle,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1850,3,Wood Elf Catcher,Sure Feet,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1851,4,Wood Elf Catcher,Sure Feet,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1852,5,Wood Elf Thrower,Leader,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1853,6,Wood Elf Lineman,Dodge,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1854,7,Wood Elf Lineman,Dodge,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1855,8,Wood Elf Lineman,Dodge,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1856,9,Wood Elf Lineman,,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1857,10,Wood Elf Lineman,,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1858,11,Wood Elf Lineman,,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1859,12,Loren Forest Treeman,,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1860,99,rerolls,,2,160704,Robert Wright,The Prairie Oyster,Wood Elf
1861,99,assistant_coaches,,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1862,99,dedicated_fans,,1,160704,Robert Wright,The Prairie Oyster,Wood Elf
1863,1,Dwarf Lineman,Tackle,1,165275,😎,The Prairie Oyster,Dwarf
1864,2,Dwarf Lineman,Tackle,1,165275,😎,The Prairie Oyster,Dwarf
1865,3,Dwarf Lineman,Tackle,1,165275,😎,The Prairie Oyster,Dwarf
1866,4,Dwarf Lineman,,1,165275,😎,The Prairie Oyster,Dwarf
1867,5,Dwarf Lineman,,1,165275,😎,The Prairie Oyster,Dwarf
1868,6,Dwarf Lineman,,1,165275,😎,The Prairie Oyster,Dwarf
1869,10,Dwarf Blitzer,Guard,1,165275,😎,The Prairie Oyster,Dwarf
1870,11,Dwarf Blitzer,Guard,1,165275,😎,The Prairie Oyster,Dwarf
1871,7,Dwarf Runner,Block,1,165275,😎,The Prairie Oyster,Dwarf
1872,8,Dwarf Runner,Block,1,165275,😎,The Prairie Oyster,Dwarf
1873,99,Deathroller,Guard,1,165275,😎,The Prairie Oyster,Dwarf
1874,99,Bribes,,4,165275,😎,The Prairie Oyster,Dwarf
1875,1,Altern Forest Treeman,Pro,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1876,2,Altern Forest Treeman,Pro,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1877,3,Halfling Catcher,Sure Feet,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1878,4,Halfling Catcher,Sure Feet,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1879,5,Halfling Hefty,Leader,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1880,6,Halfling Hopeful,Sidestep,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1881,7,Halfling Hopeful,Sidestep,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1882,9,Halfling Hopeful,,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1883,8,Halfling Hopeful,,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1884,10,Halfling Hopeful,,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1885,11,Jordell Freshbreeze,,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1886,12,Halfling Hopeful,,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1887,13,Halfling Hopeful,,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1888,14,Halfling Hopeful,,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1889,15,Halfling Hopeful,,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1890,16,Halfling Hopeful,,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1891,99,rerolls,,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1892,99,assistant_coaches,,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1893,99,HalflingMasterChef,,1,166061,G0NEZ0,The Prairie Oyster,Halfling
1894,1,Troll Slayer,Mighty Blow,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1895,2,Troll Slayer,Mighty Blow,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1896,3,Dwarf Runner,Block,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1897,4,Dwarf Runner,Block,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1898,5,Dwarf Blitzer,Stand Firm,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1899,6,Dwarf Blitzer,Stand Firm,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1900,7,Dwarf Lineman,Dirty Player,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1901,8,Dwarf Lineman,Kick,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1902,9,Dwarf Lineman,,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1903,10,Dwarf Lineman,,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1904,11,Dwarf Lineman,,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1905,12,Dwarf Lineman,,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1906,99,rerolls,,2,164600,Big Shawn,The Prairie Oyster,Dwarf
1907,99,assistant_coaches,,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1908,99,Bribes,,1,164600,Big Shawn,The Prairie Oyster,Dwarf
1909,1,Skink Lineman,Diving Tackle,1,160300,J B,The Prairie Oyster,Lizardmen
1910,2,Skink Lineman,Diving Tackle,1,160300,J B,The Prairie Oyster,Lizardmen
1911,3,Chameleon Skink,,1,160300,J B,The Prairie Oyster,Lizardmen
1912,4,Chameleon Skink,,1,160300,J B,The Prairie Oyster,Lizardmen
1913,11,Kroxigor,,1,160300,J B,The Prairie Oyster,Lizardmen
1914,5,Saurus Blocker,Block,1,160300,J B,The Prairie Oyster,Lizardmen
1915,6,Saurus Blocker,Block,1,160300,J B,The Prairie Oyster,Lizardmen
1916,7,Saurus Blocker,Block,1,160300,J B,The Prairie Oyster,Lizardmen
1917,8,Saurus Blocker,,1,160300,J B,The Prairie Oyster,Lizardmen
1918,9,Saurus Blocker,Tackle,1,160300,J B,The Prairie Oyster,Lizardmen
1919,10,Saurus Blocker,Tackle,1,160300,J B,The Prairie Oyster,Lizardmen
1920,12,Skink Lineman,Sidestep,1,160300,J B,The Prairie Oyster,Lizardmen
1921,99,rerolls,,2,160300,J B,The Prairie Oyster,Lizardmen
1922,99,assistant_coaches,,1,160300,J B,The Prairie Oyster,Lizardmen
1923,1,Tomb Guardian,Mighty Blow,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1924,2,Tomb Guardian,Mighty Blow,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1925,3,Tomb Guardian,Guard,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1926,4,Tomb Guardian,Guard,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1927,5,Tomb Kings Blitzer,Tackle,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1928,6,Tomb Kings Blitzer,Frenzy,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1929,7,Tomb Kings Thrower,,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1930,8,Tomb Kings Thrower,,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1931,9,Skeleton Lineman,Sneaky Git,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1932,10,Skeleton Lineman,,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1933,11,Skeleton Lineman,,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1934,12,Skeleton Lineman,,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1935,99,rerolls,,3,160353,Adam N,The Prairie Oyster,Tomb Kings
1936,99,BlitzerBestKeg,,1,160353,Adam N,The Prairie Oyster,Tomb Kings
1937,1,Dark Elf Blitzer,Dodge,1,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1938,2,Dark Elf Blitzer,Dodge,1,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1939,3,Witch Elf,Block,1,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1940,4,Witch Elf,Block,1,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1941,5,Dark Elf Runner,Leader,1,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1942,6,Dark Elf Runner,Kick,1,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1943,7,Dark Elf Lineman,Tackle,1,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1944,8,Dark Elf Lineman,Dodge,1,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1945,9,Dark Elf Lineman,,1,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1946,10,Dark Elf Lineman,,1,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1947,11,Dark Elf Lineman,,1,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1948,12,Dark Elf Lineman,,1,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1949,99,rerolls,,3,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1950,99,assistant_coaches,,2,164907,Cale LeMay,The Prairie Oyster,Dark Elf
1951,1,Grail Knight,Mighty Blow,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1952,2,Grail Knight,Tackle,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1953,3,Bretonnian Knight Catcher,Dodge,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1954,4,Bretonnian Knight Catcher,Dodge,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1955,12,Bretonnian Knight Thrower,Accurate,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1956,5,Bretonnian Squire,Strip Ball,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1957,6,Bretonnian Squire,Kick,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1958,7,Bretonnian Squire,,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1959,8,Bretonnian Squire,,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1960,9,Bretonnian Squire,,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1961,11,Bretonnian Squire,,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1962,10,Bretonnian Squire,,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1963,14,Bretonnian Squire,,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1964,13,Puggy Baconbreath,,1,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1965,99,rerolls,,3,161823,Tortoise milk,The Prairie Oyster,Bretonnian
1966,1,Tomb Guardian,Guard,1,159652,Lair,The Prairie Oyster,Tomb Kings
1967,2,Tomb Guardian,Guard,1,159652,Lair,The Prairie Oyster,Tomb Kings
1968,3,Tomb Guardian,Break Tackle,1,159652,Lair,The Prairie Oyster,Tomb Kings
1969,4,Tomb Guardian,Break Tackle,1,159652,Lair,The Prairie Oyster,Tomb Kings
1970,5,Tomb Kings Blitzer,Tackle,1,159652,Lair,The Prairie Oyster,Tomb Kings
1971,6,Tomb Kings Blitzer,Frenzy,1,159652,Lair,The Prairie Oyster,Tomb Kings
1972,7,Tomb Kings Thrower,Block,1,159652,Lair,The Prairie Oyster,Tomb Kings
1973,8,Tomb Kings Thrower,Leader,1,159652,Lair,The Prairie Oyster,Tomb Kings
1974,9,Skeleton Lineman,,1,159652,Lair,The Prairie Oyster,Tomb Kings
1975,10,Skeleton Lineman,,1,159652,Lair,The Prairie Oyster,Tomb Kings
1976,11,Skeleton Lineman,,1,159652,Lair,The Prairie Oyster,Tomb Kings
1977,12,Skeleton Lineman,,1,159652,Lair,The Prairie Oyster,Tomb Kings
1978,13,Skeleton Lineman,,1,159652,Lair,The Prairie Oyster,Tomb Kings
1979,14,Skeleton Lineman,,1,159652,Lair,The Prairie Oyster,Tomb Kings
1980,99,rerolls,,2,159652,Lair,The Prairie Oyster,Tomb Kings
1981,99,assistant_coaches,,3,159652,Lair,The Prairie Oyster,Tomb Kings
1982,1,Wight Blitzer,Mighty Blow,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1983,2,Wight Blitzer,Pro,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1984,3,Ghoul Runner,Block,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1985,4,Ghoul Runner,Block,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1986,5,Mummy,Guard,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1987,6,Mummy,Guard,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1988,7,Zombie Lineman,Sneaky Git,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1989,8,Zombie Lineman,,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1990,9,Zombie Lineman,,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1991,10,Zombie Lineman,,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1992,11,Skeleton Lineman,,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1993,12,Ivan ‘The Animal’ Deathshroud,,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1994,99,rerolls,,2,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1995,99,assistant_coaches,,1,161019,Ty Lepko,The Prairie Oyster,Shambling Undead
1996,1,Altern Forest Treeman,Multiple Block,1,161007,Da Scum,The Prairie Oyster,Gnome
1997,2,Altern Forest Treeman,Multiple Block,1,161007,Da Scum,The Prairie Oyster,Gnome
1998,3,Gnome Beastmaster,Dodge,1,161007,Da Scum,The Prairie Oyster,Gnome
1999,4,Gnome Beastmaster,Dodge,1,161007,Da Scum,The Prairie Oyster,Gnome
2000,5,Gnome Illusionist,Leader,1,161007,Da Scum,The Prairie Oyster,Gnome
2001,6,Gnome Illusionist,Dodge,1,161007,Da Scum,The Prairie Oyster,Gnome
2002,7,Woodland Fox,,1,161007,Da Scum,The Prairie Oyster,Gnome
2003,8,Woodland Fox,,1,161007,Da Scum,The Prairie Oyster,Gnome
2004,9,Gnome Lineman,Diving Tackle,1,161007,Da Scum,The Prairie Oyster,Gnome
2005,10,Gnome Lineman,Diving Tackle,1,161007,Da Scum,The Prairie Oyster,Gnome
2006,11,Gnome Lineman,,1,161007,Da Scum,The Prairie Oyster,Gnome
2007,12,Gnome Lineman,,1,161007,Da Scum,The Prairie Oyster,Gnome
2008,13,Gnome Lineman,Dirty Player,1,161007,Da Scum,The Prairie Oyster,Gnome
2009,14,Gnome Lineman,,1,161007,Da Scum,The Prairie Oyster,Gnome
2010,99,rerolls,,1,161007,Da Scum,The Prairie Oyster,Gnome
2011,99,assistant_coaches,,1,161007,Da Scum,The Prairie Oyster,Gnome
2012,99,HalflingMasterChef,,1,161007,Da Scum,The Prairie Oyster,Gnome
2013,1,Minotaur,Block,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2014,4,Beastman Lineman,,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2015,5,Beastman Lineman,,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2016,6,Beastman Lineman,,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2017,7,Beastman Lineman,,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2018,8,Beastman Lineman,,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2019,9,Beastman Lineman,,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2020,10,Beastman Lineman,Tackle,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2021,11,Beastman Lineman,Wrestle,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2022,12,Beastman Lineman,Extra Arms,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2023,13,Grashnak Blackhoof,,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2024,14,Beastman Lineman,Claws,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2025,15,Beastman Lineman,Claws,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2026,99,rerolls,,3,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2027,99,TempAgencyCheerleaders,,1,162730,Rob O’Brien,The Prairie Oyster,Chaos Chosen
2028,1,Trained Troll,Block,1,159648,Garrett B,The Prairie Oyster,Goblin
2029,2,Trained Troll,Grab,1,159648,Garrett B,The Prairie Oyster,Goblin
2030,3,Doom Diver,Catch,1,159648,Garrett B,The Prairie Oyster,Goblin
2031,4,’Ooligan,"Quick Foul, Sneaky Git",1,159648,Garrett B,The Prairie Oyster,Goblin
2032,5,The Black Gobbo,,1,159648,Garrett B,The Prairie Oyster,Goblin
2033,6,Looney,Saboteur,1,159648,Garrett B,The Prairie Oyster,Goblin
2034,7,Fanatic,Mighty Blow,1,159648,Garrett B,The Prairie Oyster,Goblin
2035,9,Goblin Lineman,Put the Boot In,1,159648,Garrett B,The Prairie Oyster,Goblin
2036,10,Goblin Lineman,,1,159648,Garrett B,The Prairie Oyster,Goblin
2037,11,Goblin Lineman,,1,159648,Garrett B,The Prairie Oyster,Goblin
2038,12,Goblin Lineman,,1,159648,Garrett B,The Prairie Oyster,Goblin
2039,13,Goblin Lineman,,1,159648,Garrett B,The Prairie Oyster,Goblin
2040,14,Goblin Lineman,,1,159648,Garrett B,The Prairie Oyster,Goblin
2041,15,Goblin Lineman,,1,159648,Garrett B,The Prairie Oyster,Goblin
2042,99,rerolls,,2,159648,Garrett B,The Prairie Oyster,Goblin
2043,99,Bribes,,1,159648,Garrett B,The Prairie Oyster,Goblin
2044,99,TeamMascot,,1,159648,Garrett B,The Prairie Oyster,Goblin
2045,1,Trained Troll,Guard,1,160043,MauriceC,The Prairie Oyster,Goblin
2046,2,Trained Troll,"Block, Break Tackle",1,160043,MauriceC,The Prairie Oyster,Goblin
2047,3,Pogoer,,1,160043,MauriceC,The Prairie Oyster,Goblin
2048,4,Doom Diver,,1,160043,MauriceC,The Prairie Oyster,Goblin
2049,5,’Ooligan,"Sneaky Git, Quick Foul",1,160043,MauriceC,The Prairie Oyster,Goblin
2050,6,Bomma,"Accurate, Pass",1,160043,MauriceC,The Prairie Oyster,Goblin
2051,7,Goblin Lineman,,1,160043,MauriceC,The Prairie Oyster,Goblin
2052,8,Goblin Lineman,,1,160043,MauriceC,The Prairie Oyster,Goblin
2053,9,Goblin Lineman,,1,160043,MauriceC,The Prairie Oyster,Goblin
2054,10,Goblin Lineman,,1,160043,MauriceC,The Prairie Oyster,Goblin
2055,11,Goblin Lineman,,1,160043,MauriceC,The Prairie Oyster,Goblin
2056,12,Goblin Lineman,,1,160043,MauriceC,The Prairie Oyster,Goblin
2057,13,Fungus the Loon,,1,160043,MauriceC,The Prairie Oyster,Goblin
2058,14,Nobbla Blackwart,,1,160043,MauriceC,The Prairie Oyster,Goblin
2059,99,rerolls,,2,160043,MauriceC,The Prairie Oyster,Goblin
2060,99,Bribes,,2,160043,MauriceC,The Prairie Oyster,Goblin
2061,99,TempAgencyCheerleaders,,3,160043,MauriceC,The Prairie Oyster,Goblin
2062,1,Altern Forest Treeman,"Guard, Block",1,160008,Scott Fairs,The Prairie Oyster,Halfling
2063,2,Altern Forest Treeman,"Guard, Block",1,160008,Scott Fairs,The Prairie Oyster,Halfling
2064,3,Halfling Hopeful,Sidestep,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2065,4,Halfling Hopeful,Sidestep,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2066,5,Halfling Hopeful,,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2067,6,Halfling Hopeful,,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2068,7,Halfling Hopeful,,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2069,8,Halfling Hopeful,,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2070,9,Halfling Hopeful,,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2071,10,Halfling Hopeful,,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2072,11,Halfling Hopeful,,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2073,14,Grak,,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2074,15,Crumbleberry,,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2075,12,Deeproot Strongbranch,,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2076,99,assistant_coaches,,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2077,99,HalflingMasterChef,,1,160008,Scott Fairs,The Prairie Oyster,Halfling
2078,1,Bull Centaur,Block,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2079,2,Bull Centaur,Block,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2080,3,Flamesmith,Guard,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2081,4,Flamesmith,Guard,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2082,5,Chaos Dwarf Blocker,Mighty Blow,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2083,6,Chaos Dwarf Blocker,Mighty Blow,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2084,7,Chaos Dwarf Blocker,Mighty Blow,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2085,8,Chaos Dwarf Blocker,Tackle,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2086,9,Sneaky Stabba,,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2087,10,Sneaky Stabba,,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2088,11,Hobgoblin Lineman,,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2089,12,Hobgoblin Lineman,,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2090,13,Hobgoblin Lineman,,1,163402,Roger,The Prairie Oyster,Chaos Dwarf
2091,99,rerolls,,3,163402,Roger,The Prairie Oyster,Chaos Dwarf
2092,1,Altern Forest Treeman,Guard,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2093,2,Altern Forest Treeman,Guard,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2094,3,Gnome Beastmaster,Dodge,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2095,4,Gnome Beastmaster,Dodge,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2096,5,Gnome Illusionist,Dodge,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2097,6,Gnome Illusionist,Strip Ball,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2098,7,Woodland Fox,,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2099,8,Woodland Fox,,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2100,9,Gnome Lineman,Diving Tackle,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2101,10,Gnome Lineman,,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2102,11,Gnome Lineman,,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2103,12,Gnome Lineman,,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2104,13,Rodney Roachbait,,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2105,14,Maple Highgrove,,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2106,99,rerolls,,3,160046,Darcy Dirks,The Prairie Oyster,Gnome
2107,99,assistant_coaches,,1,160046,Darcy Dirks,The Prairie Oyster,Gnome
2108,27,Werewolf,Tackle,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2109,66,Werewolf,Block,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2110,1,Ghoul Runner,,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2111,70,Ghoul Runner,Block,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2112,29,Wraith,Mighty Blow,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2113,55,Wraith,Taunt,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2114,21,Zombie Lineman,Dirty Player,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2115,33,Zombie Lineman,Put the Boot In,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2116,15,Zombie Lineman,,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2117,17,Zombie Lineman,,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2118,4,Zombie Lineman,,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2119,9,Zombie Lineman,,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2120,99,Ivan ‘The Animal’ Deathshroud,,1,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2121,99,rerolls,,2,160337,JaKePet,The Prairie Oyster,Necromantic Horror
2122,1,Altern Forest Treeman,Guard,1,159661,Brett Borky,The Prairie Oyster,Gnome
2123,2,Altern Forest Treeman,Guard,1,159661,Brett Borky,The Prairie Oyster,Gnome
2124,3,Gnome Beastmaster,Dodge,1,159661,Brett Borky,The Prairie Oyster,Gnome
2125,4,Gnome Beastmaster,Dodge,1,159661,Brett Borky,The Prairie Oyster,Gnome
